"Dyntaxa-ID";"Svenskt namn";"Habitat";"Region(er)"
"218829";"grottvättespindel";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"218565";"nordlig grottspindel";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"218910";"källarspindel";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"233451";"";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"242402";"";"1180 Bubbelstrukturer";"Atlantisk marin region (MATL)"
"234242";"nätsjöpung";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"234242";"nätsjöpung";"8330 Havsgrottor";"Atlantisk marin region (MATL)"
"234256";"krusbärssjöpung";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"234256";"krusbärssjöpung";"8330 Havsgrottor";"Atlantisk marin region (MATL)"
"232195";"lansettfisk";"1110 Sandbankar";"Atlantisk marin region (MATL)"
"232195";"lansettfisk";"1130 Estuarier";"Atlantisk marin region (MATL)"
"206192";"pirål";"1180 Bubbelstrukturer";"Atlantisk marin region (MATL)"
"102127";"flodnejonöga";"3210 Större vattendrag";"Boreal region (BOR)"
"102127";"flodnejonöga";"3260 Mindre vattendrag";"Boreal region (BOR)"
"102128";"bäcknejonöga";"3210 Större vattendrag";"Boreal region (BOR)"
"102128";"bäcknejonöga";"3260 Mindre vattendrag";"Boreal region (BOR)"
"206063";"ål";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206063";"ål";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206063";"ål";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206063";"ål";"1170 Rev";"Atlantisk marin region (MATL)"
"206151";"storspigg";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"206153";"tångspigg";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206153";"tångspigg";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206275";"mindre havsnål";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206278";"tångsnälla";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206159";"sjustrålig smörbult";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206162";"lerstubb";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"206163";"sandstubb";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"206163";"sandstubb";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206163";"sandstubb";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206163";"sandstubb";"1140 Blottade ler- och sandbottnar";"Baltisk marin region (MBAL)"
"206163";"sandstubb";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"100026";"grässnultra";"1170 Rev";"Atlantisk marin region (MATL)"
"206168";"stensnultra";"1160 Vikar och sund";"Atlantisk marin region (MATL)"
"206168";"stensnultra";"1170 Rev";"Atlantisk marin region (MATL)"
"206169";"berggylta";"1170 Rev";"Atlantisk marin region (MATL)"
"206170";"blågylta";"1170 Rev";"Atlantisk marin region (MATL)"
"206171";"skärsnultra";"1160 Vikar och sund";"Atlantisk marin region (MATL)"
"206171";"skärsnultra";"1170 Rev";"Atlantisk marin region (MATL)"
"206198";"abborre";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206198";"abborre";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"206198";"abborre";"1620 Skär i Östersjön";"Boreal region (BOR)"
"206198";"abborre";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"206198";"abborre";"1130 Estuarier";"Baltisk marin region (MBAL)"
"206198";"abborre";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"206198";"abborre";"1170 Rev";"Baltisk marin region (MBAL)"
"206198";"abborre";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"206199";"gös";"1620 Skär i Östersjön";"Boreal region (BOR)"
"206199";"gös";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR)"
"206199";"gös";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"206203";"tejstefisk";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206293";"tånglake";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"206293";"tånglake";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"206293";"tånglake";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206293";"tånglake";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"206206";"lerskädda";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206209";"skrubbskädda/östersjöskrubbskädda";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206211";"rödspätta";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206211";"rödspätta";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206211";"rödspätta";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206211";"rödspätta";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206211";"rödspätta";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206247";"piggvar";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206247";"piggvar";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206247";"piggvar";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206247";"piggvar";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206247";"piggvar";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206248";"slätvar";"1110 Sandbankar";"Atlantisk marin region (MATL)"
"206248";"slätvar";"1130 Estuarier";"Atlantisk marin region (MATL)"
"102609";"stensimpa";"3210 Större vattendrag";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"102609";"stensimpa";"3260 Mindre vattendrag";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"206106";"bergsimpa";"3210 Större vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"206106";"bergsimpa";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"100140";"hornsimpa";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"100140";"hornsimpa";"3130 Ävjestrandsjöar";"Boreal region (BOR)"
"206113";"sjurygg";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206113";"sjurygg";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206142";"torsk";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"206142";"torsk";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206142";"torsk";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206142";"torsk";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206142";"torsk";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206144";"vitling";"1180 Bubbelstrukturer";"Atlantisk marin region (MATL)"
"206174";"lubb";"1180 Bubbelstrukturer";"Atlantisk marin region (MATL)"
"102140";"femtömmad skärlånga";"1170 Rev";"Atlantisk marin region (MATL)"
"206139";"gädda";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"206139";"gädda";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"206139";"gädda";"1620 Skär i Östersjön";"Boreal region (BOR)"
"206139";"gädda";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR)"
"206139";"gädda";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206139";"gädda";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"206139";"gädda";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"206094";"höstlekande siklöja";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"206094";"höstlekande siklöja";"3130 Ävjestrandsjöar";"Boreal region (BOR)"
"234372";"sik";"1170 Rev";"Baltisk marin region (MBAL)"
"100126";"lax";"3210 Större vattendrag";"Boreal region (BOR)"
"100127";"öring";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"100127";"öring";"3210 Större vattendrag";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"100127";"öring";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"100127";"öring";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"100127";"öring";"3260 Mindre vattendrag";"Boreal region (BOR)"
"100127";"öring";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"100127";"öring";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"100127";"öring";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206231";"röding";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR)"
"206231";"röding";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"206231";"röding";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"100139";"harr";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR)"
"100139";"harr";"3210 Större vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"100139";"harr";"3260 Mindre vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"100139";"harr";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"206089";"sill";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206089";"sill";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206089";"sill";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206089";"sill";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"206091";"skarpsill";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"206091";"skarpsill";"1130 Estuarier";"Baltisk marin region (MBAL)"
"100064";"sandkrypare";"3260 Mindre vattendrag";"Boreal region (BOR); Kontinental region (CON)"
"100000";"faren";"3260 Mindre vattendrag";"Boreal region (BOR); Kontinental region (CON)"
"100013";"asp";"3260 Mindre vattendrag";"Boreal region (BOR)"
"102137";"id";"1150 Laguner";"Boreal region (BOR)"
"102137";"id";"1130 Estuarier";"Baltisk marin region (MBAL)"
"206133";"elritsa";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"206133";"elritsa";"3210 Större vattendrag";"Boreal region (BOR)"
"206133";"elritsa";"3260 Mindre vattendrag";"Boreal region (BOR)"
"206135";"mört";"1150 Laguner";"Boreal region (BOR)"
"102136";"färna";"3260 Mindre vattendrag";"Boreal region (BOR)"
"100016";"grönling";"3260 Mindre vattendrag";"Boreal region (BOR); Kontinental region (CON)"
"102708";"knubbsäl";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"100105";"knubbsäl (östersjöpopulationen)";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"100068";"gråsäl";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"100104";"vikare";"1620 Skär i Östersjön";"Boreal region (BOR)"
"205988";"tajgafladdermus";"8310 Grottor";"Boreal region (BOR); Kontinental region (CON)"
"205988";"tajgafladdermus";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"205992";"vattenfladdermus";"8310 Grottor";"Boreal region (BOR); Kontinental region (CON)"
"205992";"vattenfladdermus";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102102";"mustaschfladdermus";"8310 Grottor";"Boreal region (BOR); Kontinental region (CON)"
"102102";"mustaschfladdermus";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"100087";"fransfladdermus";"8310 Grottor";"Boreal region (BOR); Kontinental region (CON)"
"100087";"fransfladdermus";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"206002";"brunlångöra";"8310 Grottor";"Boreal region (BOR); Kontinental region (CON)"
"206002";"brunlångöra";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102927";"knölsvan";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102927";"knölsvan";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"100045";"sångsvan";"3160 Myrsjöar";"Alpin region (ALP); Boreal region (BOR)"
"100009";"sädgås";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"100009";"sädgås";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"100009";"sädgås";"7320 Palsmyrar";"Alpin region (ALP)"
"102930";"gravand";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102930";"gravand";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102108";"alfågel";"7320 Palsmyrar";"Alpin region (ALP)"
"102108";"alfågel";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102108";"alfågel";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102108";"alfågel";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102935";"ejder";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"102935";"ejder";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"102935";"ejder";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102935";"ejder";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102935";"ejder";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102936";"sjöorre";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102936";"sjöorre";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102936";"sjöorre";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102109";"svärta";"3130 Ävjestrandsjöar";"Alpin region (ALP)"
"102109";"svärta";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"102109";"svärta";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"102109";"svärta";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"102109";"svärta";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"102109";"svärta";"1130 Estuarier";"Baltisk marin region (MBAL)"
"102937";"knipa";"3160 Myrsjöar";"Alpin region (ALP); Boreal region (BOR)"
"100079";"salskrake";"3160 Myrsjöar";"Alpin region (ALP)"
"102107";"brunand";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"100007";"årta";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"100007";"årta";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"102106";"skedand";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"102106";"skedand";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"102931";"bläsand";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR)"
"102931";"bläsand";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"102612";"järpe";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"102612";"järpe";"9740 Skogsbevuxen myr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"102612";"järpe";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"102944";"dalripa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"102944";"dalripa";"4080 Alpina videbuskmarker";"Alpin region (ALP); Boreal region (BOR)"
"102945";"fjällripa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"102945";"fjällripa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"102945";"fjällripa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"100138";"tjäder";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"100138";"tjäder";"9740 Skogsbevuxen myr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"102613";"orre";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"102104";"smådopping";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"100113";"svarthakedopping";"3160 Myrsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"100114";"gråhakedopping";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"102925";"skäggdopping";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR)"
"102925";"skäggdopping";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"100044";"kornknarr";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"100116";"småfläckig sumphöna";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"102949";"sothöna";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"100122";"skärfläcka";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
